Sorted by duration_sec DESC (then size_bytes DESC)
name	duration_hms	duration_sec	size_mb	size_bytes	path	indexed_in_db
10  .mp3	01:00:09	3609.469	82.614	86627402	contacts/general/wilderness/space-10/10  .mp3	yes
Sahara -- Crossing the Desert Ambience and Music  sounds of a desert with ambient music #ambientmusic.mp3	01:00:09	3609.391	82.614	86626775	contacts/egypt/sahara-desert/Sahara -- Crossing the Desert Ambience and Music  sounds of a desert with ambient music #ambientmusic.mp3	yes
1 Hour of HP Lovecraft Music Orchestral Ambient Creepy Horror Music for Role-Playing and Gaming.mp3	01:00:09	3609.360	56.326	59061779	mythos/1 Hour of HP Lovecraft Music Orchestral Ambient Creepy Horror Music for Role-Playing and Gaming.mp3	yes
1 Hour of Dark and Mysterious Ambient Music for writing and creativity ｜ Dnd ⧸ RPG Ambience.mp3	01:00:06	3606.465	55.618	58319216	contacts/expedition/ruins/1 Hour of Dark and Mysterious Ambient Music for writing and creativity ｜ Dnd ⧸ RPG Ambience.mp3	yes
A dream for the Ancient.mp3	01:00:06	3606.100	55.030	57703409	ancient/hypnos/A dream for the Ancient.mp3	yes
Wasteland ｜ Windy Post-apocalyptic Ambience for Reading, Studying, Relaxing..mp3	01:00:05	3605.081	56.028	58749203	contacts/devastation/Wasteland ｜ Windy Post-apocalyptic Ambience for Reading, Studying, Relaxing..mp3	yes
Haunted Ghost Ship Ambience ｜ 1Hour of creepy ambience.mp3	01:00:04	3603.670	55.770	58478763	contacts/general/sea/space-8/Haunted Ghost Ship Ambience ｜ 1Hour of creepy ambience.mp3	yes
Skyrim - Ambience - Apocrypha [Black Book, Dragon, Plane of Oblivion].mp3	01:00:03	3602.730	56.531	59276677	contacts/other-world/celaeno/Skyrim - Ambience - Apocrypha [Black Book, Dragon, Plane of Oblivion].mp3	yes
Sailing Ship  High Seas Ambience  1 Hour.mp3	01:00:01	3601.110	82.423	86426781	contacts/general/sea/space-11/Sailing Ship  High Seas Ambience  1 Hour.mp3	yes
8 The people of Arkham are prowling the streets hunting a witch.mp3	01:00:01	3601.104	56.023	58744277	contacts/other-world/past/8/8 The people of Arkham are prowling the streets hunting a witch.mp3	yes
Prison ｜ Immersive Medieval Ambience ｜ 1 Hour #dnd.mp3	01:00:01	3601.084	55.995	58714801	contacts/obstruction/detained/Prison ｜ Immersive Medieval Ambience ｜ 1 Hour #dnd.mp3	yes
Ruined Castle ｜ Haunted Or Not ？ Ambience ｜ 1 Hour #dnd.mp3	01:00:01	3601.084	55.815	58526530	contacts/devastation/Ruined Castle ｜ Haunted Or Not ？ Ambience ｜ 1 Hour #dnd.mp3	yes
Dark Ambient Occult Meditation Music - MONASTERY - A Dark Atmospheric Journey.mp3	01:00:01	3600.771	55.991	58710661	ancient/shub-niggurath/Dark Ambient Occult Meditation Music - MONASTERY - A Dark Atmospheric Journey.mp3	yes
Sailboat at Night Ambience. Calm Ocean Sounds. Relax, Meditate, Sleep. Subscribe for More! 🌃😴.mp3	01:00:01	3600.666	55.173	57852979	contacts/general/sea/space-18/Sailboat at Night Ambience. Calm Ocean Sounds. Relax, Meditate, Sleep. Subscribe for More! 🌃😴.mp3	yes
SYDNEY - Relaxing Meditative AMBIENT MUSIC： Post-Apocalyptic Cyberpunk Music at Sydney Opera House.mp3	01:00:00	3600.405	56.743	59499292	contacts/big-city/sydney/SYDNEY - Relaxing Meditative AMBIENT MUSIC： Post-Apocalyptic Cyberpunk Music at Sydney Opera House.mp3	yes
RPG ｜ D&D Ambience - Giant Sand Worm (sand, earthquake, roaring).mp3	01:00:00	3600.300	55.471	58165679	ancient/shudde-mell/RPG ｜ D&D Ambience - Giant Sand Worm (sand, earthquake, roaring).mp3	yes
Nile -- Nile Valley in Ancient Egypt ｜ Relaxing Music & Nature Sounds (Remastered Version).mp3	01:00:00	3600.248	55.728	58435384	contacts/egypt/nile-river/Nile -- Nile Valley in Ancient Egypt ｜ Relaxing Music & Nature Sounds (Remastered Version).mp3	yes
Dark Chantings Temple Occult Music - TEMPLE.mp3	01:00:00	3600.144	55.476	58171164	ancient/abhoth/Dark Chantings Temple Occult Music - TEMPLE.mp3	yes
Cairo -- EGYPTIAN PARADISE 🌈 Relaxing Egyptian music l stress and anxiety relief.mp3	01:00:00	3600.118	56.630	59380929	contacts/egypt/cairo/Cairo -- EGYPTIAN PARADISE 🌈 Relaxing Egyptian music l stress and anxiety relief.mp3	yes
3 SNOWY MOUNTAINS --- Dark Ambient Hour Meditations - Circumference (4 Hz Theta Binaural Ambience).mp3	01:00:00	3600.118	55.933	58650123	contacts/antarctica/snowy-mountains/3 SNOWY MOUNTAINS --- Dark Ambient Hour Meditations - Circumference (4 Hz Theta Binaural Ambience).mp3	yes
DARK AMBIENT MUSIC ｜ ONI - 鬼 ｜ Japanese Demons.mp3	01:00:00	3600.118	55.873	58586940	contacts/big-city/tokyo/DARK AMBIENT MUSIC ｜ ONI - 鬼 ｜ Japanese Demons.mp3	yes
You're a stray soul in this abandoned town ｜ Dark Background Ambience.mp3	01:00:00	3600.118	54.935	57603867	contacts/devastation/You're a stray soul in this abandoned town ｜ Dark Background Ambience.mp3	yes
HOT --- Plane of Wildlife ｜ Dangerous and Mysterious ASMR Ambience ｜ 1 Hour #DnD #RPG.mp3	01:00:00	3600.091	56.394	59132953	contacts/expedition/expeditions/hot/HOT --- Plane of Wildlife ｜ Dangerous and Mysterious ASMR Ambience ｜ 1 Hour #DnD #RPG.mp3	yes
1 HOUR HYPNOS MEDITATION - Atmospheric Sci Fi Dark Ambient Music Video Mix -.mp3	01:00:00	3600.091	55.970	58688619	ancient/hypnos/1 HOUR HYPNOS MEDITATION - Atmospheric Sci Fi Dark Ambient Music Video Mix -.mp3	yes
Broken Pyramid -- TEMPLE OF ANUBIS ｜ Ancient Chant in Egyptian Tomb ｜ ASMR.mp3	01:00:00	3600.091	55.965	58683910	contacts/egypt/bent-pyramid/Broken Pyramid -- TEMPLE OF ANUBIS ｜ Ancient Chant in Egyptian Tomb ｜ ASMR.mp3	yes
Losing Sanity ｜ Cthulhu Ambience ｜ 1 Hour.mp3	01:00:00	3600.091	55.797	58507056	special/death-sanity/Losing Sanity ｜ Cthulhu Ambience ｜ 1 Hour.mp3	yes
HOT --- Enchanted Lands, Volume 3 ｜ Ambient Fantasy Music ｜ 1 Hour.mp3	01:00:00	3600.091	55.736	58443848	contacts/expedition/expeditions/hot/HOT --- Enchanted Lands, Volume 3 ｜ Ambient Fantasy Music ｜ 1 Hour.mp3	yes
Getting Ready for a Party in 1921 (Ambience).mp3	01:00:00	3600.091	55.568	58267178	action-muted/Getting Ready for a Party in 1921 (Ambience).mp3	yes
Ruined Town ｜ Medieval ASMR Ambience ｜ 1 Hour.mp3	01:00:00	3600.091	55.444	58137160	contacts/devastation/Ruined Town ｜ Medieval ASMR Ambience ｜ 1 Hour.mp3	yes
19.mp3	01:00:00	3600.091	55.139	57817305	contacts/general/wilderness/space-19/19.mp3	yes
Dark Space Ambient for Sleep.mp3	01:00:00	3600.091	54.938	57607016	ancient/syzygy/Dark Space Ambient for Sleep.mp3	yes
DARK AMBIENT MUSIC ｜ Wendigo - Nature's Darkest Hunger.mp3	01:00:00	3600.091	54.936	57604862	ancient/ithaqua/DARK AMBIENT MUSIC ｜ Wendigo - Nature's Darkest Hunger.mp3	yes
Spider's Den ｜ Ambience ｜ 1 Hour Extended.mp3	01:00:00	3600.091	54.935	57604004	ancient/atlach-nacha/Spider's Den ｜ Ambience ｜ 1 Hour Extended.mp3	yes
Alaska, 1925 [vRq0BZg_Zms].mp3	01:00:00	3600.091	51.035	53514139	contacts/general/city/space-1/Alaska, 1925 [vRq0BZg_Zms].mp3	yes
COLD --- E X P E D I T I O N ｜ 1905 Kanchenjunga Expedition (Ambience + Ambient Mysticwave).mp3	01:00:00	3600.065	55.963	58681357	contacts/expedition/expeditions/cold/COLD --- E X P E D I T I O N ｜ 1905 Kanchenjunga Expedition (Ambience + Ambient Mysticwave).mp3	yes
E X P E D I T I O N ｜ 1905 Kanchenjunga Expedition (Ambience + Ambient Mysticwave).mp3	01:00:00	3600.065	55.963	58681357	contacts/expedition/ruins/E X P E D I T I O N ｜ 1905 Kanchenjunga Expedition (Ambience + Ambient Mysticwave).mp3	yes
C T H U L H U ｜ Ruins (Ambience + Dark Ambient Music).mp3	01:00:00	3600.065	55.610	58311354	contacts/devastation/C T H U L H U ｜ Ruins (Ambience + Dark Ambient Music).mp3	yes
7 You are shocked to see a younger version of yourself.mp3	01:00:00	3600.065	55.270	57954933	contacts/other-world/past/7/7 You are shocked to see a younger version of yourself.mp3	yes
Dark_Ambient_Music_At_the_Mountains_of_Madness_inspired_by_H_P_Lovecraft (online-audio-converter.com).mp3	01:00:00	3600.065	54.934	57602026	ancient/rise-of-the-elder-things/Dark_Ambient_Music_At_the_Mountains_of_Madness_inspired_by_H_P_Lovecraft (online-audio-converter.com).mp3	yes
Pharaoh Meditation - Inspiring Egyptian Meditation Music - Mysterious Middle Eastern Ambient Music.mp3	01:00:00	3600.039	55.809	58520252	ancient/nephren-ka/Pharaoh Meditation - Inspiring Egyptian Meditation Music - Mysterious Middle Eastern Ambient Music.mp3	yes
4 FROZEN WASTE --- BLIZZARD IN ANTARCTICA_ Howling wind and blowing snow for Relaxing_ Studying_ Sleep_ Winter Ambience [ ezmp3.cc ].mp3	01:00:00	3600.013	54.933	57601181	contacts/antarctica/frozen-waste/4 FROZEN WASTE --- BLIZZARD IN ANTARCTICA_ Howling wind and blowing snow for Relaxing_ Studying_ Sleep_ Winter Ambience [ ezmp3.cc ].mp3	yes
1 BASE --- Arctic Camp - Wind - Fire - Distant Wolves - 10 Hours [ ezmp3.cc ].mp3	01:00:00	3600.013	54.933	57601181	contacts/antarctica/miskatonic-outpost/1 BASE --- Arctic Camp - Wind - Fire - Distant Wolves - 10 Hours [ ezmp3.cc ].mp3	yes
6 PLATEAU OF LENG --- 10 Hours At the Mountains of Madness ⛰️ Dark Lovecraftian Sounds for Sleep [ ezmp3.cc ].mp3	01:00:00	3600.013	54.933	57601181	contacts/antarctica/plateau-of-leng/6 PLATEAU OF LENG --- 10 Hours At the Mountains of Madness ⛰️ Dark Lovecraftian Sounds for Sleep [ ezmp3.cc ].mp3	yes
3 SNOWY MOUNTAINS --- Calmsound Antarctic Wind - 10 Hour Katabatic Wind Sounds for Sleep and Relaxation [ ezmp3.cc ].mp3	01:00:00	3600.013	54.933	57601181	contacts/antarctica/snowy-mountains/3 SNOWY MOUNTAINS --- Calmsound Antarctic Wind - 10 Hour Katabatic Wind Sounds for Sleep and Relaxation [ ezmp3.cc ].mp3	yes
3 UNDERWORLD --- 🎧 Dark cave ambience sound sounds on high quality white noise ASMR black screen dark screen [ ezmp3.cc ].mp3	01:00:00	3600.013	54.933	57601181	contacts/dreamlands/underworld/3 UNDERWORLD --- 🎧 Dark cave ambience sound sounds on high quality white noise ASMR black screen dark screen [ ezmp3.cc ].mp3	yes
Sahara -- Howling Desert Wind in Monument Valley _ Ambience, Sounds, Windy _ Wilderness White Noise _ 12 Hr 4K [ ezmp3.cc ].mp3	01:00:00	3600.013	54.933	57601181	contacts/egypt/sahara-desert/Sahara -- Howling Desert Wind in Monument Valley _ Ambience, Sounds, Windy _ Wilderness White Noise _ 12 Hr 4K [ ezmp3.cc ].mp3	yes
Spiders' Cave _ Fantasy ASMR Ambience _ 1 Hour 4.mp3	01:00:00	3600.000	68.216	71530045	ancient/atlach-nacha/Spiders' Cave _ Fantasy ASMR Ambience _ 1 Hour 4.mp3	yes
Nile -- Ancient Egypt Ambience - NILE RIVER AMBIENT, Egypt Music & Soundtrack, River sounds, Best relaxatio__KoEu4AZhWY.mp3	01:00:00	3599.883	55.220	57902186	contacts/egypt/nile-river/Nile -- Ancient Egypt Ambience - NILE RIVER AMBIENT, Egypt Music & Soundtrack, River sounds, Best relaxatio__KoEu4AZhWY.mp3	yes
3 UNDERWORLD --- Monster Infested Cave Ambience.mp3	00:59:59	3599.151	82.378	86379761	contacts/dreamlands/underworld/3 UNDERWORLD --- Monster Infested Cave Ambience.mp3	yes
4 FROZEN WASTE --- Windy Winter Storm in Antarctica _ Howling Blizzard Ambience Wind Snow Snowstorm White Noise _ 12 Hr [ ezmp3.cc ].mp3	00:59:59	3599.020	54.918	57585299	contacts/antarctica/frozen-waste/4 FROZEN WASTE --- Windy Winter Storm in Antarctica _ Howling Blizzard Ambience Wind Snow Snowstorm White Noise _ 12 Hr [ ezmp3.cc ].mp3	yes
Nuclear Winter Ambience & Sounds _ Howling Windy Snow Storm Post Apocalypse White Noise _ 12 Hr 4K [ ezmp3.cc ].mp3	00:59:59	3599.020	54.918	57585299	contacts/devastation/Nuclear Winter Ambience & Sounds _ Howling Windy Snow Storm Post Apocalypse White Noise _ 12 Hr 4K [ ezmp3.cc ].mp3	yes
Post Apocalypse Ambience & Sounds _ Nuclear Winter White Noise Apocalyptic Abandoned City _ 12 Hr 4K [ ezmp3.cc ].mp3	00:59:59	3599.020	54.918	57585299	contacts/devastation/Post Apocalypse Ambience & Sounds _ Nuclear Winter White Noise Apocalyptic Abandoned City _ 12 Hr 4K [ ezmp3.cc ].mp3	yes
Dance of the Demons ｜ 1 Hour of Japanese War Drums (鬼の踊り).mp3	00:59:51	3591.105	54.980	57651069	contacts/big-city/tokyo/Dance of the Demons ｜ 1 Hour of Japanese War Drums (鬼の踊り).mp3	yes
DARK AMBIENT MUSIC _ Dagon by H.P. Lovecraft.mp3	00:59:40	3580.108	54.629	57282831	ancient/dagon/DARK AMBIENT MUSIC _ Dagon by H.P. Lovecraft.mp3	yes
Degung Sundanese Music of West Java [2nrgTossoB0].mp3	00:59:37	3577.208	54.532	57180919	contacts/general/city/space-20/Degung Sundanese Music of West Java [2nrgTossoB0].mp3	yes
Chinese Ancient Music   Vol 1, Picture of Primitive Hunting classical, traditional & folk.mp3	00:58:53	3533.427	54.047	56672642	contacts/big-city/shanghai/Chinese Ancient Music   Vol 1, Picture of Primitive Hunting classical, traditional & folk.mp3	yes
Dark Ambient from Night City.mp3	00:58:30	3510.152	53.566	56168500	contacts/big-city/san-francisco/Dark Ambient from Night City.mp3	yes
1 Hour of HP Lovecraft Music： At the Mountains of Madness (Original Soundtrack).mp3	00:58:21	3501.166	53.428	56023484	ancient/rise-of-the-elder-things/1 Hour of HP Lovecraft Music： At the Mountains of Madness (Original Soundtrack).mp3	yes
The Dunwich Horror Complete Soundtrack 1 Hour of  HP Lovecraft Horror Music.mp3	00:58:17	3497.274	53.367	55959511	ancient/yog-sothoth/The Dunwich Horror Complete Soundtrack 1 Hour of  HP Lovecraft Horror Music.mp3	yes
16 7 ТУНГУСКА 1.mp3	00:57:40	3460.180	52.801	55365809	contacts/general/wilderness/tunguska/16 7 ТУНГУСКА 1.mp3	yes
Traditional Japanese Music  Shamisen, Koto & Taiko Music.mp3	00:57:31	3450.648	78.980	82816846	contacts/big-city/tokyo/Traditional Japanese Music  Shamisen, Koto & Taiko Music.mp3	yes
Shub-Niggurath 1⧸2.mp3	00:57:25	3444.898	53.125	55705815	ancient/shub-niggurath/Shub-Niggurath 1⧸2.mp3	yes
Lovecraft OST - The Shadow Out of Time (Cosmic Horror Music).mp3	00:57:03	3423.399	52.313	54853961	contacts/other-world/great-race/Lovecraft OST - The Shadow Out of Time (Cosmic Horror Music).mp3	yes
Yog-Sothoth ( Part 2 of 2 ).mp3	00:56:57	3417.469	52.700	55260206	ancient/yog-sothoth/Yog-Sothoth ( Part 2 of 2 ).mp3	yes
Seamonster battle Music.mp3	00:56:00	3360.157	52.519	55070445	combat/Seamonster battle Music.mp3	yes
1 Hour Of Innsmouth Ambient (Lovecraftian Ambient) #lovecraftianambient #hplovecraft #innsmouth.mp3	00:55:52	3351.641	51.699	54209924	special/characters/silas-marsh/1 Hour Of Innsmouth Ambient (Lovecraftian Ambient) #lovecraftianambient #hplovecraft #innsmouth.mp3	yes
Nyarlathotep  - Dark Music Part 3 ⧸ 3.mp3	00:55:46	3346.364	51.627	54135315	ancient/nyarlathotep/Nyarlathotep  - Dark Music Part 3 ⧸ 3.mp3	yes
Dagon - 2 - 2 hours of Dark Lovecraft Ambience.mp3	00:54:36	3276.147	49.991	52419329	ancient/dagon/Dagon - 2 - 2 hours of Dark Lovecraft Ambience.mp3	yes
Azathoth 1⧸ 2.mp3	00:54:25	3265.123	50.218	52657568	ancient/azathoth/Azathoth 1⧸ 2.mp3	yes
Nyarlathotep ｜ horror ambient music 🎧.mp3	00:54:15	3254.831	50.447	52897926	ancient/nyarlathotep/Nyarlathotep ｜ horror ambient music 🎧.mp3	yes
Dagon - 1 - 2 hours of Dark Lovecraft Ambience.mp3	00:53:00	3180.016	48.524	50881239	ancient/dagon/Dagon - 1 - 2 hours of Dark Lovecraft Ambience.mp3	yes
Dark Ambient Dreams.mp3	00:52:37	3156.696	48.770	51138659	ancient/hypnos/Dark Ambient Dreams.mp3	yes
Psyclopean - The Dreamlands (full album) Lovecraft dark ambient, dungeon synth, atmospheric mythos.mp3	00:52:36	3155.879	48.163	50502604	contacts/other-world/dreamlands/Psyclopean - The Dreamlands (full album) Lovecraft dark ambient, dungeon synth, atmospheric mythos.mp3	yes
Rachmaninov - Trio élégiaque no. 2, op. 9 (Audio+Sheet) [Kogan⧸Luzanov⧸Svetlanov].mp3	00:52:29	3149.453	48.059	50393779	special/characters/william-yorick/Rachmaninov - Trio élégiaque no. 2, op. 9 (Audio+Sheet) [Kogan⧸Luzanov⧸Svetlanov].mp3	yes
HP Lovecraft Dark and Mysterious Orchestral Music： Cultistorm.mp3	00:50:32	3032.085	46.269	48516563	mythos/HP Lovecraft Dark and Mysterious Orchestral Music： Cultistorm.mp3	yes
African Voodoo Drum Music.mp3	00:49:06	2946.194	45.251	47448989	special/characters/akachi-onyele/African Voodoo Drum Music.mp3	yes
Mozart - «The Great Mass» in C minor, KV427 ｜ La Chambre Philharmonique.mp3	00:49:05	2944.862	47.031	49315255	special/characters/zoey-samaras/Mozart - «The Great Mass» in C minor, KV427 ｜ La Chambre Philharmonique.mp3	yes
Down Darker Trails： Orchestral Horror Music for Ain't Slayed Nobody Podcast.mp3	00:46:10	2770.338	42.275	44328746	mythos/Down Darker Trails： Orchestral Horror Music for Ain't Slayed Nobody Podcast.mp3	yes
DARK AMBIENT MUSIC  Lovecraft  Lost in Arkham.mp3	00:45:00	2700.147	61.802	64803663	contacts/big-city/arkham/DARK AMBIENT MUSIC  Lovecraft  Lost in Arkham.mp3	yes
Yuggoth： 5.mp3	00:44:33	2673.162	52.058	54586379	contacts/other-world/yuggoth/Yuggoth： 5.mp3	yes
8 A future version of you lies in a rancid hotel room.mp3	00:43:07	2586.645	40.119	42068087	contacts/other-world/future/8/8 A future version of you lies in a rancid hotel room.mp3	yes
14 GATES.mp3	00:41:21	2480.980	56.785	59543647	special/disaster/location/otherworldly-rifts/14 GATES.mp3	yes
The King in Yellow.mp3	00:40:43	2442.841	38.213	40069624	ancient/hastur/The King in Yellow.mp3	yes
DARK --- The Lost Expedition Into The Hollow Earth (AI Art Project w⧸ dark ambient soundscape).mp3	00:33:55	2034.625	31.874	33421931	contacts/expedition/expeditions/cold/DARK --- The Lost Expedition Into The Hollow Earth (AI Art Project w⧸ dark ambient soundscape).mp3	yes
6 enormous primitive buildings made of green stone.mp3	00:33:05	1984.549	30.288	31759715	contacts/other-world/past/6/6 enormous primitive buildings made of green stone.mp3	yes
4 MOON --- [Outer Wilds Ambiance] The Quantum Moon.mp3	00:32:27	1946.723	29.880	31331950	contacts/dreamlands/moon/4 MOON --- [Outer Wilds Ambiance] The Quantum Moon.mp3	yes
Beethoven Sonata quasi una fantasia, No.14 in C# Minor, Moonlight (Lortie, Jando).mp3	00:31:36	1896.411	43.406	45514011	special/characters/dexter-drake/Beethoven Sonata quasi una fantasia, No.14 in C# Minor, Moonlight (Lortie, Jando).mp3	yes
Seong-Jin Cho - Mozart Piano Concerto No. 20 in D minor, K.466 (2011).mp3	00:31:09	1869.035	29.860	31310460	special/characters/vincent-lee/Seong-Jin Cho - Mozart Piano Concerto No. 20 in D minor, K.466 (2011).mp3	yes
Broken Pyramid -- Relaxing Egyptian Ambient Music - 30 min.mp3	00:30:17	1816.790	27.969	29327125	contacts/egypt/bent-pyramid/Broken Pyramid -- Relaxing Egyptian Ambient Music - 30 min.mp3	yes
10 1 ПИРАМИДЫ.mp3	00:30:17	1816.790	27.969	29327125	contacts/general/wilderness/pyramids/10 1 ПИРАМИДЫ.mp3	yes
TO KILL A GOD ｜ Epic Battle Dark Heroic Music ｜ Epic Music Mix by @audiomachine.mp3	00:30:03	1802.945	27.518	28854292	special/awakening/TO KILL A GOD ｜ Epic Battle Dark Heroic Music ｜ Epic Music Mix by @audiomachine.mp3	yes
COLD -- White Noise Sounds of Frozen Arctic Ocean with Polar Icebreaker Idling - Creating Delta Waves [ ezmp3.cc ].mp3	00:30:00	1800.020	27.467	28801286	contacts/general/sea/antarctica/COLD -- White Noise Sounds of Frozen Arctic Ocean with Polar Icebreaker Idling - Creating Delta Waves [ ezmp3.cc ].mp3	yes
10 Hours _ Sailing Ship Ambience • A Soothing Voyage Across the Sea [ ezmp3.cc ].mp3	00:30:00	1800.020	27.467	28801286	contacts/general/sea/space-3/10 Hours _ Sailing Ship Ambience • A Soothing Voyage Across the Sea [ ezmp3.cc ].mp3	yes
7.5 АМАЗОНКА.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/amazon/7.5 АМАЗОНКА.mp3	yes
10 5 СЕРДЦЕ АФРИКИ 1.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/heart-of-africa/10 5 СЕРДЦЕ АФРИКИ 1.mp3	yes
10 5 СЕРДЦЕ АФРИКИ 2.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/heart-of-africa/10 5 СЕРДЦЕ АФРИКИ 2.mp3	yes
17 5 ГИМАЛАИ 1.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/himalayas/17 5 ГИМАЛАИ 1.mp3	yes
17 5 ГИМАЛАИ 2.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/himalayas/17 5 ГИМАЛАИ 2.mp3	yes
21 1.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/space-21/21 1.mp3	yes
21 2.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/space-21/21 2.mp3	yes
9 1.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/space-9/9 1.mp3	yes
9 2.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/space-9/9 2.mp3	yes
16 7 ТУНГУСКА 2.mp3	00:30:00	1800.020	27.467	28801286	contacts/general/wilderness/tunguska/16 7 ТУНГУСКА 2.mp3	yes
Hollow Knight Ambience 10h - Abyss [ ezmp3.cc ].mp3	00:30:00	1800.020	27.467	28801286	contacts/other-world/abyss/Hollow Knight Ambience 10h - Abyss [ ezmp3.cc ].mp3	yes
Nine Hours in the Abyss (Dark Ambient Free) [ ezmp3.cc ].mp3	00:30:00	1800.020	27.467	28801286	contacts/other-world/abyss/Nine Hours in the Abyss (Dark Ambient Free) [ ezmp3.cc ].mp3	yes
The Abyss Experience (9+ Hour Dark Ambient) [ ezmp3.cc ].mp3	00:30:00	1800.020	27.467	28801286	contacts/other-world/abyss/The Abyss Experience (9+ Hour Dark Ambient) [ ezmp3.cc ].mp3	yes
10 Hours At the Mountains of Madness ⛰️ Dark Lovecraftian Sounds for Sleep [ ezmp3.cc ].mp3	00:30:00	1800.020	27.467	28801286	contacts/other-world/leng/10 Hours At the Mountains of Madness ⛰️ Dark Lovecraftian Sounds for Sleep [ ezmp3.cc ].mp3	yes
cae6e3595ab843d4bdb24d18710c6c3817773717588604438.m4a	00:30:00	1800.000	28.178	29546549	contacts/general/wilderness/space-4/cae6e3595ab843d4bdb24d18710c6c3817773717588604438.m4a	yes
7 KADATH --- The Dream-Quest of Unknown Kadath ¦ Dark Orchestral Music HP Lovecraft.mp3	00:26:59	1619.383	24.712	25912188	contacts/dreamlands/unknown-kadath/7 KADATH --- The Dream-Quest of Unknown Kadath ¦ Dark Orchestral Music HP Lovecraft.mp3	yes
The Dream-Quest of Unknown Kadath ¦ Dark Orchestral Music HP Lovecraft.mp3	00:26:59	1619.383	24.712	25912188	contacts/other-world/kadath/The Dream-Quest of Unknown Kadath ¦ Dark Orchestral Music HP Lovecraft.mp3	yes
Hit Songs From the Roaring 1920s  @Pax41.mp3	00:25:24	1523.540	23.253	24382305	action/Hit Songs From the Roaring 1920s  @Pax41.mp3	yes
1920s Salon Music The Softer Sound Of The Era  @Pax41.mp3	00:25:06	1506.456	23.619	24765872	action/1920s Salon Music The Softer Sound Of The Era  @Pax41.mp3	yes
1920s music compilation Nr.4 (1920s Jazz and Charleston).mp3	00:24:30	1470.067	22.434	23524159	action/1920s music compilation Nr.4 (1920s Jazz and Charleston).mp3	yes
CURSED - Epic Horror Music Mix ｜ Dark Intense Hybrid Horror Music.mp3	00:23:18	1398.047	21.337	22373016	combat-epic/CURSED - Epic Horror Music Mix ｜ Dark Intense Hybrid Horror Music.mp3	yes
[Kocsis-Ránki] Mozart Sonata for Two Pianos in D, K448.mp3	00:22:53	1372.552	31.415	32941381	special/characters/harvey-walters/[Kocsis-Ránki] Mozart Sonata for Two Pianos in D, K448.mp3	yes
The Hound ¦ HP Lovecraft Orchestral Horror Music.mp3	00:22:30	1350.060	20.919	21934894	mythos/The Hound ¦ HP Lovecraft Orchestral Horror Music.mp3	yes
2 According to the papers the year is 1771.mp3	00:21:05	1265.189	19.315	20252967	contacts/other-world/past/2/2 According to the papers the year is 1771.mp3	yes
Yig  - Father of Serpents ｜ Lovecraftian Ambience⧸Drone.mp3	00:20:51	1251.048	19.523	20471791	ancient/yig/Yig  - Father of Serpents ｜ Lovecraftian Ambience⧸Drone.mp3	yes
Симфоническая поэма, соч. 54 ＂Поэма экстаза＂.mp3	00:20:09	1209.156	19.693	20649498	special/characters/calvin-wright/Симфоническая поэма, соч. 54 ＂Поэма экстаза＂.mp3	yes
5 You appear on the continent of Mu.mp3	00:19:27	1167.360	18.744	19654294	contacts/other-world/past/5/5 You appear on the continent of Mu.mp3	yes
11 WATER.mp3	00:18:31	1110.622	16.948	17771662	special/disaster/weather/waterspouts/11 WATER.mp3	yes
Forest Ambush ｜ Combat Music ｜ D&D Fantasy Background Music ｜ RPG Playlist (1).mp3	00:17:41	1061.172	17.173	18006862	combat-epic/Forest Ambush ｜ Combat Music ｜ D&D Fantasy Background Music ｜ RPG Playlist (1).mp3	yes
Forest Ambush ｜ Combat Music ｜ D&D Fantasy Background Music ｜ RPG Playlist.mp3	00:17:41	1061.172	17.173	18006862	combat/Forest Ambush ｜ Combat Music ｜ D&D Fantasy Background Music ｜ RPG Playlist.mp3	yes
I MISS YOU - Heart Moving Piano Music Mix ｜ Emotional Touching Piano Music.mp3	00:17:01	1020.891	15.583	16340096	contacts/defeated/sanity/I MISS YOU - Heart Moving Piano Music Mix ｜ Emotional Touching Piano Music.mp3	yes
Rhapsody In Blue： Gershwin.mp3	00:16:27	986.593	15.208	15947152	special/characters/skids-otoole/Rhapsody In Blue： Gershwin.mp3	yes
4 3.mp3	00:16:23	982.805	17.224	18061103	contacts/general/wilderness/space-4/4 3.mp3	yes
Psyclopean - Lost Carcosa - 5.mp3	00:15:15	915.017	14.854	15575959	contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 5.mp3	yes
Creepy Music 2 Yog Sothoth.mp3	00:15:13	913.345	14.493	15196653	ancient/yog-sothoth/Creepy Music 2 Yog Sothoth.mp3	yes
